"Id","Data do Sorteio","Coluna 1","Coluna 2","Coluna 3","Coluna 4","Coluna 5","Coluna 6"
"","","","","","","",""
"1246","1/5/2011","10","37","40","43","57","59"
"","","","","","","",""
"1247","1/8/2011","3","9","11","24","36","51"
"","","","","","","",""
"1248","1/12/2011","20","33","34","57","58","60"
"","","","","","","",""
"1249","1/15/2011","3","8","36","40","51","53"
"","","","","","","",""
"1250","1/19/2011","1","2","24","40","51","59"
"","","","","","","",""
"1251","1/22/2011","5","27","34","46","48","52"
"","","","","","","",""
"1252","1/26/2011","2","14","35","39","49","51"
"","","","","","","",""
"1253","1/29/2011","2","17","23","43","44","51"
"","","","","","","",""
"1254","2/2/2011","7","9","14","18","29","39"
"","","","","","","",""
"1255","2/5/2011","5","23","38","39","51","54"
"","","","","","","",""
"1256","2/9/2011","26","33","35","38","43","53"
"","","","","","","",""
"1257","2/12/2011","2","15","26","27","30","52"
"","","","","","","",""
"","","","","","","",""
"1258","2/16/2011","11","26","47","55","57","59"
"","","","","","","",""
"1259","2/19/2011","4","6","39","46","54","58"
"","","","","","","",""
"1260","2/23/2011","19","23","29","31","41","53"
"","","","","","","",""
"1261","2/26/2011","10","14","22","41","42","53"
"","","","","","","",""
"1262","3/2/2011","5","7","8","9","11","39"
"","","","","","","",""
"","","","","","","",""
"1263","3/5/2011","4","18","26","36","41","53"
"","","","","","","",""
"1264","3/9/2011","4","17","36","37","51","56"
"","","","","","","",""
"1265","3/12/2011","13","19","24","46","50","60"
"","","","","","","",""
"1266","3/16/2011","6","10","33","39","42","60"
"","","","","","","",""
"1267","3/19/2011","4","20","30","41","47","58"
"","","","","","","",""
"1268","3/23/2011","3","16","17","44","53","60"
"","","","","","","",""
"1269","3/26/2011","4","5","15","17","27","51"
"","","","","","","",""
"","","","","","","",""
"1270","3/30/2011","5","9","24","31","33","42"
"","","","","","","",""
"1271","4/2/2011","1","2","39","48","52","59"
"","","","","","","",""
"1272","4/6/2011","13","26","27","28","35","52"
"","","","","","","",""
"1273","4/9/2011","13","19","26","40","58","60"
"","","","","","","",""
"1274","4/13/2011","13","17","21","39","40","59"
"","","","","","","",""
"1275","4/16/2011","2","14","48","55","58","60"
"","","","","","","",""
"1276","4/20/2011","5","9","11","22","36","40"
"","","","","","","",""
"","","","","","","",""
"1277","4/23/2011","12","18","31","50","59","60"
"","","","","","","",""
"1278","4/27/2011","4","16","24","25","30","56"
"","","","","","","",""
"1279","4/30/2011","8","14","29","35","36","40"
"","","","","","","",""
"1280","5/4/2011","6","10","16","20","29","54"
"","","","","","","",""
"1281","5/7/2011","8","11","14","30","36","38"
"","","","","","","",""
"1282","5/11/2011","4","23","39","52","55","56"
"","","","","","","",""
"1283","5/14/2011","8","30","40","44","59","60"
"","","","","","","",""
"1284","5/18/2011","20","21","26","29","31","36"
"","","","","","","",""
"1285","5/21/2011","10","15","28","31","33","38"
"","","","","","","",""
"1286","5/25/2011","2","5","28","33","51","52"
"","","","","","","",""
"1287","5/28/2011","11","12","31","33","42","52"
"","","","","","","",""
"1288","6/1/2011","17","30","32","40","42","56"
"","","","","","","",""
"1289","6/4/2011","1","3","8","13","27","52"
"","","","","","","",""
"","","","","","","",""
"1290","6/8/2011","2","3","14","23","34","50"
"","","","","","","",""
"1291","6/11/2011","18","40","47","54","57","58"
"","","","","","","",""
"1292","6/15/2011","9","11","23","30","31","54"
"","","","","","","",""
"1293","6/18/2011","1","13","24","40","44","50"
"","","","","","","",""
"1294","6/22/2011","4","6","29","48","50","51"
"","","","","","","",""
"1295","6/25/2011","2","5","15","20","43","57"
"","","","","","","",""
"1296","6/29/2011","10","14","43","46","49","53"
"","","","","","","",""
"1297","7/2/2011","2","5","11","13","56","59"
"","","","","","","",""
"1298","7/6/2011","14","15","30","53","55","60"
"","","","","","","",""
"1299","7/9/2011","8","22","32","43","53","56"
"","","","","","","",""
"1300","7/13/2011","43","44","46","53","54","59"
"","","","","","","",""
"","","","","","","",""
"1301","7/16/2011","3","16","23","25","51","56"
"","","","","","","",""
"1302","7/20/2011","2","10","15","44","56","57"
"","","","","","","",""
"1303","7/23/2011","8","19","46","51","52","54"
"","","","","","","",""
"1304","7/27/2011","7","14","15","20","23","35"
"","","","","","","",""
"1305","7/30/2011","3","5","11","36","44","46"
"","","","","","","",""
"1306","8/3/2011","6","19","22","34","43","45"
"","","","","","","",""
"1307","8/6/2011","7","10","32","43","47","54"
"","","","","","","",""
"1308","8/9/2011","7","8","24","30","33","47"
"","","","","","","",""
"1309","8/11/2011","7","12","25","26","32","39"
"","","","","","","",""
"1310","8/13/2011","8","9","14","32","53","59"
"","","","","","","",""
"1311","8/17/2011","7","9","12","19","45","54"
"","","","","","","",""
"1312","8/20/2011","5","20","22","28","29","30"
"","","","","","","",""
"1313","8/24/2011","1","4","26","39","43","49"
"","","","","","","",""
"1314","8/27/2011","38","42","44","52","58","60"
"","","","","","","",""
"1315","8/31/2011","1","27","29","38","50","52"
"","","","","","","",""
"1316","9/3/2011","8","13","25","34","42","48"
"","","","","","","",""
"1317","9/8/2011","6","13","29","30","35","37"
"","","","","","","",""
"1318","9/10/2011","11","14","16","28","34","46"
"","","","","","","",""
"1319","9/14/2011","4","5","16","18","27","51"
"","","","","","","",""
"1320","9/17/2011","17","24","25","38","41","55"
"","","","","","","",""
"1321","9/21/2011","10","47","51","53","59","60"
"","","","","","","",""
"1322","9/24/2011","10","21","43","47","53","55"
"","","","","","","",""
"1323","9/28/2011","6","15","25","37","48","55"
"","","","","","","",""
"1324","10/1/2011","18","29","31","44","51","57"
"","","","","","","",""
"1325","10/5/2011","2","5","16","20","35","43"
"","","","","","","",""
"1326","10/8/2011","10","11","18","19","30","50"
"","","","","","","",""
"1327","10/13/2011","16","35","36","41","52","54"
"","","","","","","",""
"1328","10/15/2011","10","23","27","43","53","59"
"","","","","","","",""
"1329","10/19/2011","7","8","11","39","43","50"
"","","","","","","",""
"1330","10/22/2011","8","18","21","30","48","49"
"","","","","","","",""
"1331","10/26/2011","9","24","26","39","46","57"
"","","","","","","",""
"1332","10/29/2011","3","5","13","24","35","59"
"","","","","","","",""
"1333","11/3/2011","25","26","28","33","42","51"
"","","","","","","",""
"1334","11/5/2011","1","6","8","10","25","27"
"","","","","","","",""
"1335","11/9/2011","3","14","20","22","49","51"
"","","","","","","",""
"1336","11/12/2011","1","32","38","47","51","54"
"","","","","","","",""
"1337","11/16/2011","2","20","35","38","45","51"
"","","","","","","",""
"1338","11/19/2011","1","18","19","33","43","60"
"","","","","","","",""
"1339","11/23/2011","7","10","14","16","54","59"
"","","","","","","",""
"1340","11/26/2011","13","21","30","36","59","60"
"","","","","","","",""
"1341","11/30/2011","1","11","20","37","40","52"
"","","","","","","",""
"1342","12/3/2011","5","7","42","46","50","60"
"","","","","","","",""
"1343","12/7/2011","19","20","31","42","51","56"
"","","","","","","",""
"1344","12/10/2011","8","19","21","36","42","59"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"1345","12/14/2011","7","17","19","26","40","50"
"","","","","","","",""
"1346","12/17/2011","12","32","40","47","48","59"
"","","","","","","",""
"1347","12/20/2011","9","19","45","46","54","56"
"","","","","","","",""
"1348","12/22/2011","7","12","38","39","45","56"
"","","","","","","",""
"1349","12/24/2011","9","19","20","50","51","60"
"","","","","","","",""
"1350","12/31/2011","3","4","29","36","45","55"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"1351","1/4/2012","13","33","36","41","50","56"
"","","","","","","",""
"1352","1/7/2012","9","18","24","35","36","59"
"","","","","","","",""
"1353","1/11/2012","3","11","13","27","32","47"
"","","","","","","",""
"1354","1/14/2012","2","8","38","42","48","49"
"","","","","","","",""
"1355","1/18/2012","11","17","24","39","46","49"
"","","","","","","",""
"1356","1/21/2012","6","13","21","22","31","46"
"","","","","","","",""
"1357","1/25/2012","1","19","24","26","52","55"
"","","","","","","",""
"1358","1/28/2012","3","15","16","35","37","47"
"","","","","","","",""
"1359","2/1/2012","6","10","12","17","28","53"
"","","","","","","",""
"1360","2/4/2012","2","16","17","25","50","54"
"","","","","","","",""
"","","","","","","",""
"1361","2/8/2012","23","27","30","37","38","44"
"","","","","","","",""
"1362","2/11/2012","2","12","19","22","36","58"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"1363","2/15/2012","25","35","42","45","52","57"
"","","","","","","",""
"1364","2/18/2012","10","13","20","40","44","53"
"","","","","","","",""
"1365","2/22/2012","2","24","26","32","35","50"
"","","","","","","",""
"1366","2/25/2012","12","27","37","44","54","59"
"","","","","","","",""
"1367","3/1/2012","2","7","13","29","38","43"
"","","","","","","",""
"1368","3/3/2012","10","21","26","29","32","38"
"","","","","","","",""
"1369","3/7/2012","5","16","24","32","38","46"
"","","","","","","",""
"1370","3/10/2012","2","4","5","27","49","59"
"","","","","","","",""
"1371","3/14/2012","3","4","8","11","47","49"
"","","","","","","",""
"1372","3/17/2012","3","36","40","46","58","60"
"","","","","","","",""
"1373","3/21/2012","7","27","39","52","55","57"
"","","","","","","",""
"1374","3/24/2012","6","21","28","31","33","43"
"","","","","","","",""
"1375","3/28/2012","14","25","28","45","53","58"
"","","","","","","",""
"","","","","","","",""
"1376","3/31/2012","9","11","21","49","53","54"
"","","","","","","",""
"1377","4/4/2012","2","5","12","13","25","35"
"","","","","","","",""
"1378","4/7/2012","2","5","17","18","54","59"
"","","","","","","",""
"1379","4/11/2012","5","12","36","45","50","58"
"","","","","","","",""
"1380","4/14/2012","3","14","52","55","57","60"
"","","","","","","",""
"1381","4/18/2012","11","27","30","40","44","57"
"","","","","","","",""
"1382","4/20/2012","5","13","16","17","27","55"
"","","","","","","",""
"1383","4/25/2012","7","9","23","44","46","55"
"","","","","","","",""
"1384","4/28/2012","2","18","30","31","45","56"
"","","","","","","",""
"","","","","","","",""
"1385","5/2/2012","27","35","36","37","42","59"
"","","","","","","",""
"1386","5/5/2012","12","28","38","39","51","56"
"","","","","","","",""
"1387","5/9/2012","18","27","32","43","50","52"
"","","","","","","",""
"1388","5/12/2012","22","29","31","43","50","54"
"","","","","","","",""
"1389","5/16/2012","1","16","28","39","44","57"
"","","","","","","",""
"1390","5/19/2012","4","19","27","28","29","31"
"","","","","","","",""
"","","","","","","",""
"1391","5/23/2012","7","12","19","34","40","53"
"","","","","","","",""
"1392","5/26/2012","2","8","12","28","33","43"
"","","","","","","",""
"1393","5/30/2012","4","18","24","28","39","44"
"","","","","","","",""
"1394","6/2/2012","11","16","24","35","46","50"
"","","","","","","",""
"1395","6/6/2012","5","11","17","19","44","48"
"","","","","","","",""
"1396","6/9/2012","29","48","52","54","55","58"
"","","","","","","",""
"1397","6/13/2012","3","4","7","15","27","56"
"","","","","","","",""
"1398","6/16/2012","14","32","33","40","42","51"
"","","","","","","",""
"1399","6/20/2012","34","39","43","56","57","60"
"","","","","","","",""
"","","","","","","",""
"1400","6/23/2012","9","26","34","43","53","54"
"","","","","","","",""
"1401","6/27/2012","11","12","25","33","48","54"
"","","","","","","",""
"1402","6/30/2012","2","9","10","21","27","38"
"","","","","","","",""
"1403","7/4/2012","13","16","20","26","39","42"
"","","","","","","",""
"1404","7/7/2012","7","8","27","31","32","51"
"","","","","","","",""
"1405","7/11/2012","3","14","17","32","37","39"
"","","","","","","",""
"1406","7/14/2012","7","10","17","24","38","57"
"","","","","","","",""
"1407","7/18/2012","18","29","31","42","43","53"
"","","","","","","",""
"1408","7/21/2012","4","19","20","24","39","43"
"","","","","","","",""
"1409","7/25/2012","6","19","26","47","50","58"
"","","","","","","",""
"1410","7/28/2012","18","29","40","42","50","54"
"","","","","","","",""
"1411","8/1/2012","8","12","32","44","46","48"
"","","","","","","",""
"","","","","","","",""
"1412","8/4/2012","6","8","24","37","41","45"
"","","","","","","",""
"1413","8/7/2012","13","15","33","45","54","55"
"","","","","","","",""
"1414","8/9/2012","21","37","44","46","49","57"
"","","","","","","",""
"1415","8/11/2012","26","36","40","46","49","51"
"","","","","","","",""
"1416","8/15/2012","3","19","22","24","35","49"
"","","","","","","",""
"","","","","","","",""
"1417","8/18/2012","5","12","45","52","56","59"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"1418","8/22/2012","7","8","10","12","27","56"
"","","","","","","",""
"1419","8/25/2012","17","21","30","48","52","58"
"","","","","","","",""
"1420","8/29/2012","2","11","16","18","36","45"
"","","","","","","",""
"1421","9/1/2012","19","31","39","44","53","59"
"","","","","","","",""
"1422","9/5/2012","2","5","13","17","39","44"
"","","","","","","",""
"1423","9/8/2012","3","8","21","25","27","43"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"1424","9/12/2012","3","7","15","29","38","60"
"","","","","","","",""
"1425","9/15/2012","7","16","29","36","38","50"
"","","","","","","",""
"1426","9/19/2012","6","15","18","24","30","44"
"","","","","","","",""
"1427","9/22/2012","8","39","44","47","53","56"
"","","","","","","",""
"1428","9/26/2012","7","15","19","34","37","55"
"","","","","","","",""
"1429","9/29/2012","9","12","22","39","48","60"
"","","","","","","",""
"1430","10/3/2012","2","19","22","30","46","52"
"","","","","","","",""
"1431","10/6/2012","5","9","13","33","40","54"
"","","","","","","",""
"1432","10/10/2012","16","24","25","42","45","59"
"","","","","","","",""
"1433","10/13/2012","4","13","14","40","46","52"
"","","","","","","",""
"1434","10/17/2012","3","18","22","34","55","58"
"","","","","","","",""
"","","","","","","",""
"1435","10/20/2012","4","15","45","47","50","52"
"","","","","","","",""
"1436","10/24/2012","1","13","23","24","30","57"
"","","","","","","",""
"1437","10/27/2012","22","23","26","37","38","48"
"","","","","","","",""
"1438","10/31/2012","7","14","31","33","36","49"
"","","","","","","",""
"1439","11/3/2012","2","34","35","42","43","55"
"","","","","","","",""
"1440","11/7/2012","2","6","28","36","51","56"
"","","","","","","",""
"1441","11/10/2012","17","29","36","38","53","56"
"","","","","","","",""
"1442","11/14/2012","12","13","20","30","34","49"
"","","","","","","",""
"1443","11/17/2012","12","20","32","48","52","54"
"","","","","","","",""
"1444","11/21/2012","2","5","27","28","48","55"
"","","","","","","",""
"1445","11/24/2012","5","19","32","41","49","58"
"","","","","","","",""
"1446","11/28/2012","6","13","24","32","40","51"
"","","","","","","",""
"1447","12/1/2012","1","19","28","33","39","41"
"","","","","","","",""
"1448","12/5/2012","1","25","29","36","56","60"
"","","","","","","",""
"1449","12/8/2012","2","6","18","30","52","56"
"","","","","","","",""
"1450","12/12/2012","26","27","31","38","44","45"
"","","","","","","",""
"1451","12/15/2012","2","10","11","33","52","57"
"","","","","","","",""
"1452","12/18/2012","2","14","28","50","57","58"
"","","","","","","",""
"1453","12/20/2012","6","13","25","32","47","57"
"","","","","","","",""
"1454","12/22/2012","4","27","29","41","48","52"
"","","","","","","",""
"1455","12/31/2012","14","32","33","36","41","52"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"1456","1/2/2013","6","8","14","26","36","40"
"","","","","","","",""
"1457","1/5/2013","15","16","34","42","46","59"
"","","","","","","",""
"1458","1/9/2013","2","4","16","33","44","51"
"","","","","","","",""
"1459","1/12/2013","2","6","30","34","35","52"
"","","","","","","",""
"1460","1/16/2013","4","14","27","38","50","52"
"","","","","","","",""
"1461","1/19/2013","31","36","44","47","49","54"
"","","","","","","",""
"1462","1/23/2013","5","9","25","27","38","40"
"","","","","","","",""
"1463","1/26/2013","13","22","28","29","40","48"
"","","","","","","",""
"1464","1/30/2013","2","24","32","50","54","59"
"","","","","","","",""
"1465","2/2/2013","6","11","16","26","44","53"
"","","","","","","",""
"1466","2/6/2013","4","6","13","34","37","51"
"","","","","","","",""
"1467","2/9/2013","23","24","26","41","52","53"
"","","","","","","",""
"1468","2/13/2013","1","2","10","19","20","37"
"","","","","","","",""
"1469","2/16/2013","4","13","35","54","56","58"
"","","","","","","",""
"1470","2/20/2013","2","34","36","38","51","55"
"","","","","","","",""
"","","","","","","",""
"1471","2/23/2013","10","25","33","36","40","58"
"","","","","","","",""
"1472","2/27/2013","12","18","23","25","45","50"
"","","","","","","",""
"1473","3/2/2013","2","12","33","57","58","60"
"","","","","","","",""
"1474","3/6/2013","1","2","3","11","28","43"
"","","","","","","",""
"1475","3/9/2013","12","13","37","44","48","51"
"","","","","","","",""
"1476","3/13/2013","4","10","26","37","47","57"
"","","","","","","",""
"1477","3/16/2013","3","4","46","50","56","59"
"","","","","","","",""
"1478","3/20/2013","10","27","37","40","47","55"
"","","","","","","",""
"1479","3/23/2013","21","48","50","54","57","60"
"","","","","","","",""
"1480","3/27/2013","9","14","21","26","36","52"
"","","","","","","",""
"1481","3/30/2013","17","27","28","40","44","55"
"","","","","","","",""
"1482","4/3/2013","6","9","11","34","41","53"
"","","","","","","",""
"1483","4/6/2013","1","35","39","53","55","56"
"","","","","","","",""
"1484","4/10/2013","17","20","24","29","49","53"
"","","","","","","",""
"1485","4/13/2013","4","27","30","36","54","59"
"","","","","","","",""
"1486","4/17/2013","1","6","10","34","40","54"
"","","","","","","",""
"1487","4/20/2013","4","9","17","23","28","53"
"","","","","","","",""
"1488","4/24/2013","4","22","25","38","45","51"
"","","","","","","",""
"1489","4/27/2013","1","15","24","26","28","48"
"","","","","","","",""
"1490","5/2/2013","1","3","31","32","43","52"
"","","","","","","",""
"1491","5/4/2013","6","26","45","50","56","60"
"","","","","","","",""
"1492","5/8/2013","4","9","18","44","46","48"
"","","","","","","",""
"1493","5/11/2013","7","12","24","27","30","49"
"","","","","","","",""
"","","","","","","",""
"1494","5/15/2013","2","14","24","28","35","50"
"","","","","","","",""
"1495","5/18/2013","4","13","14","44","49","57"
"","","","","","","",""
"1496","5/22/2013","14","18","28","41","47","54"
"","","","","","","",""
"1497","5/25/2013","4","5","7","27","45","58"
"","","","","","","",""
"1498","5/29/2013","6","11","27","40","46","49"
"","","","","","","",""
"1499","6/1/2013","8","22","26","33","37","54"
"","","","","","","",""
"1500","6/5/2013","10","18","31","43","57","59"
"","","","","","","",""
"1501","6/8/2013","1","7","13","29","37","54"
"","","","","","","",""
"1502","6/12/2013","6","22","43","51","52","57"
"","","","","","","",""
"1503","6/15/2013","3","4","16","22","36","42"
"","","","","","","",""
"1504","6/19/2013","2","10","12","30","41","42"
"","","","","","","",""
"1505","6/22/2013","1","2","6","9","16","32"
"","","","","","","",""
"1506","6/26/2013","3","14","18","34","42","49"
"","","","","","","",""
"1507","6/29/2013","24","46","50","51","52","56"
"","","","","","","",""
"1508","7/3/2013","17","18","30","35","39","58"
"","","","","","","",""
"","","","","","","",""
"1509","7/6/2013","1","6","27","46","51","59"
"","","","","","","",""
"1510","7/10/2013","1","8","17","44","46","53"
"","","","","","","",""
"1511","7/13/2013","4","8","17","29","31","45"
"","","","","","","",""
"1512","7/17/2013","11","28","35","42","46","58"
"","","","","","","",""
"1513","7/20/2013","17","28","31","56","57","58"
"","","","","","","",""
"1514","7/24/2013","16","17","23","42","59","60"
"","","","","","","",""
"1515","7/27/2013","4","13","14","18","49","59"
"","","","","","","",""
"1516","7/31/2013","4","18","20","34","45","60"
"","","","","","","",""
"1517","8/3/2013","7","17","38","45","52","56"
"","","","","","","",""
"1518","8/6/2013","8","9","28","41","48","55"
"","","","","","","",""
"1519","8/8/2013","5","6","15","23","56","59"
"","","","","","","",""
"1520","8/10/2013","7","31","35","36","46","48"
"","","","","","","",""
"1521","8/14/2013","11","14","18","30","33","39"
"","","","","","","",""
"1522","8/17/2013","5","8","23","32","33","56"
"","","","","","","",""
"1523","8/21/2013","22","25","31","39","41","44"
"","","","","","","",""
"1524","8/24/2013","2","12","40","46","52","53"
"","","","","","","",""
"1525","8/28/2013","2","26","30","35","46","54"
"","","","","","","",""
"1526","8/31/2013","10","16","28","47","51","59"
"","","","","","","",""
"1527","9/4/2013","16","32","36","42","44","48"
"","","","","","","",""
"1528","9/6/2013","4","13","15","19","36","58"
"","","","","","","",""
"1529","9/11/2013","11","15","17","34","35","49"
"","","","","","","",""
"1530","9/14/2013","10","16","28","33","48","53"
"","","","","","","",""
"","","","","","","",""
"1531","9/18/2013","12","13","24","41","42","44"
"","","","","","","",""
"1532","9/21/2013","2","11","23","31","42","44"
"","","","","","","",""
"","","","","","","",""
"1533","9/25/2013","13","21","29","34","47","57"
"","","","","","","",""
"1534","9/28/2013","1","12","28","29","34","48"
"","","","","","","",""
"1535","10/2/2013","8","9","25","41","54","55"
"","","","","","","",""
"1536","10/5/2013","13","18","29","32","50","58"
"","","","","","","",""
"1537","10/9/2013","6","10","33","50","51","56"
"","","","","","","",""
"1538","10/11/2013","23","27","35","52","53","57"
"","","","","","","",""
"1539","10/16/2013","8","10","20","26","49","58"
"","","","","","","",""
"1540","10/19/2013","3","17","27","32","47","54"
"","","","","","","",""
"1541","10/23/2013","5","24","37","44","49","58"
"","","","","","","",""
"1542","10/26/2013","7","11","12","30","39","57"
"","","","","","","",""
"1543","10/30/2013","7","15","20","23","30","41"
"","","","","","","",""
"1544","11/1/2013","2","21","30","35","45","50"
"","","","","","","",""
"1545","11/6/2013","4","6","11","24","45","48"
"","","","","","","",""
"1546","11/9/2013","4","17","38","44","53","60"
"","","","","","","",""
"1547","11/13/2013","2","9","10","18","21","28"
"","","","","","","",""
"1548","11/16/2013","19","41","42","44","47","54"
"","","","","","","",""
"1549","11/20/2013","10","12","16","20","32","53"
"","","","","","","",""
"1550","11/23/2013","9","13","21","27","36","56"
"","","","","","","",""
"1551","11/27/2013","2","15","19","21","23","38"
"","","","","","","",""
"1552","11/30/2013","7","18","24","26","39","46"
"","","","","","","",""
"1553","12/4/2013","20","21","22","29","46","60"
"","","","","","","",""
"1554","12/7/2013","30","32","49","50","52","53"
"","","","","","","",""
"1555","12/11/2013","2","5","23","33","52","59"
"","","","","","","",""
"1556","12/14/2013","1","4","7","10","11","52"
"","","","","","","",""
"1557","12/17/2013","4","16","18","31","45","46"
"","","","","","","",""
"1558","12/19/2013","7","15","17","31","42","54"
"","","","","","","",""
"1559","12/21/2013","8","12","16","29","37","58"
"","","","","","","",""
"1560","12/31/2013","20","30","36","38","47","53"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"1561","1/2/2014","23","26","28","54","55","60"
"","","","","","","",""
"1562","1/4/2014","10","12","23","37","47","51"
"","","","","","","",""
"1563","1/9/2014","1","6","13","20","36","43"
"","","","","","","",""
"1564","1/11/2014","25","38","44","46","53","54"
"","","","","","","",""
"1565","1/15/2014","18","37","39","41","43","51"
"","","","","","","",""
"1566","1/18/2014","5","6","11","32","36","60"
"","","","","","","",""
"1567","1/22/2014","2","15","30","38","48","53"
"","","","","","","",""
"1568","1/25/2014","19","24","25","28","42","58"
"","","","","","","",""
"1569","1/29/2014","5","15","18","31","42","53"
"","","","","","","",""
"1570","2/1/2014","15","18","24","42","46","56"
"","","","","","","",""
"1571","2/5/2014","3","29","32","46","55","60"
"","","","","","","",""
"1572","2/8/2014","20","27","42","45","46","47"
"","","","","","","",""
"1573","2/12/2014","7","16","21","35","36","38"
"","","","","","","",""
"1574","2/15/2014","6","27","28","33","46","48"
"","","","","","","",""
"1575","2/19/2014","1","4","5","14","45","56"
"","","","","","","",""
"1576","2/22/2014","13","15","21","26","30","46"
"","","","","","","",""
"1577","2/26/2014","11","14","25","32","51","59"
"","","","","","","",""
"1578","3/1/2014","3","6","30","37","53","56"
"","","","","","","",""
"1579","3/5/2014","25","34","40","49","51","60"
"","","","","","","",""
"1580","3/8/2014","1","6","14","17","33","36"
"","","","","","","",""
"","","","","","","",""
"1581","3/12/2014","14","15","25","30","31","34"
"","","","","","","",""
"1582","3/15/2014","1","4","13","17","38","48"
"","","","","","","",""
"1583","3/19/2014","2","9","17","18","45","47"
"","","","","","","",""
"1584","3/22/2014","3","22","27","28","50","54"
"","","","","","","",""
"1585","3/26/2014","2","43","47","48","49","55"
"","","","","","","",""
"1586","3/29/2014","8","39","43","46","47","58"
"","","","","","","",""
"1587","4/2/2014","8","19","21","30","52","56"
"","","","","","","",""
"1588","4/5/2014","23","29","32","36","45","49"
"","","","","","","",""
"","","","","","","",""
"1589","4/9/2014","4","5","11","19","41","51"
"","","","","","","",""
"1590","4/12/2014","7","20","34","40","44","55"
"","","","","","","",""
"1591","4/16/2014","4","10","23","33","38","55"
"","","","","","","",""
"1592","4/19/2014","31","36","38","41","42","49"
"","","","","","","",""
"1593","4/23/2014","4","9","17","18","21","38"
"","","","","","","",""
"1594","4/26/2014","6","7","8","23","43","53"
"","","","","","","",""
"1595","4/30/2014","2","5","8","42","46","59"
"","","","","","","",""
"1596","5/3/2014","1","5","7","10","12","45"
"","","","","","","",""
"1597","5/7/2014","5","10","16","44","50","52"
"","","","","","","",""
"1598","5/10/2014","29","31","36","42","47","53"
"","","","","","","",""
"1599","5/14/2014","3","10","15","35","36","58"
"","","","","","","",""
"1600","5/17/2014","9","23","32","35","46","57"
"","","","","","","",""
"1601","5/21/2014","8","10","24","45","56","60"
"","","","","","","",""
"1602","5/24/2014","8","12","22","35","40","44"
"","","","","","","",""
"1603","5/28/2014","13","20","27","31","53","60"
"","","","","","","",""
"1604","5/31/2014","2","21","24","27","40","51"
"","","","","","","",""
"1605","6/4/2014","9","19","21","30","31","42"
"","","","","","","",""
"1606","6/7/2014","1","15","37","42","46","54"
"","","","","","","",""
"1607","6/11/2014","7","31","32","41","51","52"
"","","","","","","",""
"1608","6/14/2014","5","6","17","43","54","59"
"","","","","","","",""
"1609","6/18/2014","2","6","13","26","53","60"
"","","","","","","",""
"1610","6/21/2014","1","4","9","35","36","53"
"","","","","","","",""
"1611","6/25/2014","24","28","47","50","51","58"
"","","","","","","",""
"1612","6/28/2014","6","13","17","36","42","51"
"","","","","","","",""
"","","","","","","",""
"1613","7/2/2014","4","18","31","44","46","49"
"","","","","","","",""
"1614","7/5/2014","14","17","21","27","43","49"
"","","","","","","",""
"1615","7/9/2014","5","20","26","31","33","44"
"","","","","","","",""
"1616","7/12/2014","28","31","40","42","46","58"
"","","","","","","",""
"1617","7/16/2014","3","23","26","31","47","54"
"","","","","","","",""
"","","","","","","",""
"1618","7/19/2014","9","20","24","43","51","52"
"","","","","","","",""
"1619","7/23/2014","5","8","17","42","46","47"
"","","","","","","",""
"1620","7/26/2014","13","23","27","34","38","57"
"","","","","","","",""
"1621","7/30/2014","10","22","24","38","39","49"
"","","","","","","",""
"1622","8/2/2014","4","5","7","21","45","53"
"","","","","","","",""
"1623","8/5/2014","33","43","49","50","56","59"
"","","","","","","",""
"1624","8/7/2014","2","27","32","41","47","58"
"","","","","","","",""
"1625","8/9/2014","11","22","36","40","45","52"
"","","","","","","",""
"1626","8/13/2014","3","5","14","35","43","52"
"","","","","","","",""
"1627","8/16/2014","20","26","32","41","45","57"
"","","","","","","",""
"1628","8/20/2014","26","29","34","38","50","60"
"","","","","","","",""
"1629","8/23/2014","4","20","24","35","47","59"
"","","","","","","",""
"1630","8/27/2014","1","7","30","43","44","54"
"","","","","","","",""
"1631","8/30/2014","4","29","44","47","48","60"
"","","","","","","",""
"1632","9/3/2014","6","18","24","27","56","59"
"","","","","","","",""
"1633","9/6/2014","1","2","11","13","36","49"
"","","","","","","",""
"1634","9/10/2014","9","10","23","33","44","51"
"","","","","","","",""
"1635","9/13/2014","8","23","28","30","32","51"
"","","","","","","",""
"1636","9/17/2014","19","26","33","35","51","52"
"","","","","","","",""
"1637","9/20/2014","1","5","24","47","55","56"
"","","","","","","",""
"1638","9/24/2014","1","2","38","41","42","58"
"","","","","","","",""
"1639","9/27/2014","16","29","34","35","49","51"
"","","","","","","",""
"","","","","","","",""
"1640","10/1/2014","2","6","18","23","31","46"
"","","","","","","",""
"","","","","","","",""
"1641","10/4/2014","23","29","30","33","46","51"
"","","","","","","",""
"1642","10/8/2014","3","23","42","43","47","60"
"","","","","","","",""
